SBD,Toán,Ngữ Văn,Ngoại Ngữ,Vật Lý,Hóa Học,Sinh Học,Lịch Sử,Địa Lý,GDCD,KHTN,KHXH
56003442,5.0,5.0,3.0,-1,-1,-1,4.5,7.5,7.5,-1,6.5
56003443,6.2,7.33,8.8,-1,-1,-1,6.25,8.5,9.25,-1,8.0
56003444,5.0,4.75,2.8,-1,-1,-1,7.25,7.5,8.5,-1,7.75
56003445,5.4,5.75,5.2,6.0,5.25,5.25,-1,-1,-1,5.5,-1
56003447,2.8,4.5,3.0,-1,-1,-1,5.75,6.75,9.25,-1,7.25
56003448,2.0,4.5,3.4,-1,-1,-1,3.5,5.0,7.0,-1,5.17
56003449,4.0,5.0,3.8,-1,-1,-1,5.5,7.25,7.25,-1,6.67
56003450,5.6,6.25,4.0,7.75,6.5,6.0,5.0,7.5,8.75,6.75,7.08
56003451,4.4,4.75,1.8,4.0,3.0,5.0,3.0,4.5,6.0,4.0,4.5
56003452,6.0,5.5,5.4,6.75,7.0,5.75,-1,-1,-1,6.5,-1
56003453,3.8,4.5,3.2,-1,-1,-1,3.75,7.0,7.25,-1,6.0
56003454,6.8,7.0,4.0,6.75,6.75,6.0,7.0,7.5,8.5,6.5,7.67
56003455,5.0,5.0,2.2,-1,-1,-1,4.25,5.75,7.5,-1,5.83
56003456,3.6,4.5,2.4,-1,-1,-1,3.75,6.25,7.0,-1,5.67
56003457,4.4,4.5,3.0,-1,-1,-1,4.5,7.0,7.0,-1,6.17
56003458,5.2,5.0,4.0,4.75,4.0,3.5,-1,-1,-1,4.08,-1
56003459,3.6,4.5,3.8,-1,-1,-1,2.5,6.0,8.5,-1,5.67
56003460,4.2,3.75,3.8,3.75,5.0,3.5,-1,-1,-1,4.08,-1
56003461,5.4,6.5,5.6,4.25,5.75,5.0,-1,-1,-1,5.0,-1
56003462,3.8,4.25,4.8,-1,-1,-1,3.0,7.25,6.75,-1,5.67
56003463,4.2,4.75,3.0,4.25,2.75,2.5,4.25,6.25,6.75,3.17,5.75
56003464,4.4,5.0,3.0,-1,-1,-1,4.0,6.5,7.25,-1,5.92
56003465,6.0,6.0,5.4,-1,-1,-1,4.75,7.0,8.5,-1,6.75
56003466,6.0,4.25,3.2,-1,-1,-1,5.0,7.5,8.5,-1,7.0
56003467,4.2,4.0,4.2,-1,-1,-1,4.5,6.75,7.25,-1,6.17
56003468,3.2,4.25,3.8,-1,-1,-1,3.0,5.75,7.75,-1,5.5
56003469,3.0,5.0,2.8,-1,-1,-1,5.0,7.25,6.25,-1,6.17
56003470,5.4,2.5,3.2,-1,-1,-1,2.75,7.5,8.75,-1,6.33
56003471,4.8,3.25,4.0,-1,-1,-1,6.5,7.0,8.5,-1,7.33
56003472,2.2,3.25,2.6,2.5,3.25,4.5,3.75,5.75,7.75,3.42,5.75
56003473,3.6,2.5,3.0,5.0,4.0,5.0,-1,-1,-1,4.67,-1
56003474,3.4,3.75,2.6,-1,-1,-1,4.25,7.0,6.25,-1,5.83
56003475,5.0,3.0,3.4,4.0,3.5,4.5,-1,-1,-1,4.0,-1
56003476,3.8,3.75,3.4,-1,-1,-1,4.25,7.5,7.5,-1,6.42
56003477,4.2,4.25,3.6,-1,-1,-1,4.75,6.0,8.75,-1,6.5
56003478,6.0,5.0,4.4,6.25,3.5,7.25,-1,-1,-1,5.67,-1
56003479,6.4,4.0,3.2,4.5,5.75,5.5,-1,-1,-1,5.25,-1
56003480,3.2,6.0,3.8,3.75,3.25,4.5,6.25,8.25,7.75,3.83,7.42
56003481,3.8,4.25,2.8,4.75,1.75,3.0,-1,-1,-1,3.17,-1
56003482,3.4,3.25,3.6,-1,-1,-1,5.5,8.0,8.75,-1,7.42
