SBD,Toán,Ngữ Văn,Ngoại Ngữ,Vật Lý,Hóa Học,Sinh Học,Lịch Sử,Địa Lý,GDCD,KHTN,KHXH
25000211,8.2,6.25,6.6,9.0,8.25,4.25,-1,-1,-1,7.17,-1
25000212,8.4,7.25,5.8,8.75,9.0,5.25,-1,-1,-1,7.67,-1
25000213,9.4,6.0,5.0,2.5,9.0,9.5,-1,-1,-1,7.0,-1
25000214,9.6,7.5,8.0,-1,-1,-1,6.75,9.75,9.0,-1,8.5
25000215,9.0,7.75,9.6,-1,-1,-1,5.75,8.0,9.25,-1,7.67
25000216,9.0,8.0,9.0,7.0,6.25,5.75,-1,-1,-1,6.33,-1
25000217,8.6,8.5,9.2,5.0,4.25,3.0,-1,-1,-1,4.08,-1
25000218,5.8,7.5,7.2,-1,-1,-1,9.0,9.0,9.0,-1,9.0
25000219,7.4,7.25,8.2,3.25,6.75,8.75,-1,-1,-1,6.25,-1
25000220,9.2,8.75,9.4,-1,-1,-1,4.25,9.25,8.5,-1,7.33
25000221,8.0,8.0,9.0,-1,-1,-1,4.75,7.25,8.25,-1,6.75
25000222,6.4,8.0,7.0,-1,-1,-1,9.25,-1,9.25,-1,9.5
25000223,8.4,7.0,9.8,8.0,5.5,4.5,-1,-1,-1,6.0,-1
25000224,8.6,8.0,9.4,-1,-1,-1,8.25,8.75,9.0,-1,8.67
25000225,6.4,6.5,4.8,7.0,3.0,4.25,6.0,8.0,8.25,4.75,7.42
25000226,8.8,7.25,9.6,8.5,5.25,6.75,-1,-1,-1,6.83,-1
25000227,8.6,5.75,6.8,8.75,8.5,5.25,-1,-1,-1,7.5,-1
25000228,9.0,5.75,9.0,9.5,4.25,3.75,-1,-1,-1,5.83,-1
25000229,6.8,7.0,-1,4.5,3.25,3.75,3.75,6.75,8.25,3.83,6.25
25000230,8.4,8.0,-1,8.0,5.25,5.5,-1,-1,-1,6.25,-1
25000231,8.2,5.75,9.2,7.75,5.25,7.0,-1,-1,-1,6.67,-1
25000232,8.0,6.5,-1,7.5,3.0,6.0,-1,-1,-1,5.5,-1
25000233,9.4,6.5,8.4,7.75,7.0,4.75,-1,-1,-1,6.5,-1
25000234,5.6,8.25,5.4,-1,-1,-1,9.5,9.75,8.5,-1,9.25
25000235,9.0,6.75,9.4,8.25,5.5,4.5,-1,-1,-1,6.08,-1
25000236,8.4,6.25,-1,8.5,4.25,6.75,-1,-1,-1,6.5,-1
25000237,8.8,7.0,7.4,8.5,9.75,4.75,-1,-1,-1,7.67,-1
25000238,8.6,7.5,9.0,-1,-1,-1,5.0,6.75,9.25,-1,7.0
25000239,8.0,7.25,6.0,6.25,9.0,9.25,-1,-1,-1,8.17,-1
25000240,9.4,6.0,7.6,7.5,8.25,9.0,-1,-1,-1,8.25,-1
25000241,8.4,5.0,5.6,4.0,9.25,9.5,-1,-1,-1,7.58,-1
25000242,8.6,6.0,6.2,7.75,9.25,5.5,-1,-1,-1,7.5,-1
25000243,8.4,7.75,7.8,8.5,8.75,5.0,-1,-1,-1,7.42,-1
25000244,8.4,7.25,6.8,9.25,8.75,5.0,-1,-1,-1,7.67,-1
25000245,8.4,8.5,-1,4.75,5.5,6.0,-1,-1,-1,5.42,-1
25000246,6.2,8.25,5.6,-1,-1,-1,9.0,9.75,9.25,-1,9.33
25000247,8.4,7.75,9.6,-1,-1,-1,8.0,-1,9.25,-1,9.08
25000248,9.2,8.0,8.8,6.5,6.25,8.25,-1,-1,-1,7.0,-1
25000249,8.2,6.25,8.8,8.5,4.5,6.25,-1,-1,-1,6.42,-1
25000250,9.2,5.0,8.8,9.0,9.5,5.0,-1,-1,-1,7.83,-1
25000251,8.6,8.25,9.0,-1,-1,-1,8.25,9.0,9.0,-1,8.75
25000252,9.2,8.25,9.2,-1,-1,-1,7.0,7.75,9.5,-1,8.08
25000253,7.4,6.75,5.2,4.25,6.0,7.25,-1,-1,-1,5.83,-1
25000254,8.2,8.0,9.6,-1,-1,-1,4.25,6.5,7.5,-1,6.08
25000255,7.2,8.0,-1,-1,-1,-1,6.5,7.5,8.75,-1,7.58
25000256,8.6,6.0,6.8,8.0,9.25,5.75,-1,-1,-1,7.67,-1
25000257,5.8,7.75,6.4,-1,-1,-1,9.0,9.5,8.75,-1,9.08
25000258,6.0,8.0,6.0,-1,-1,-1,9.0,8.75,8.5,-1,8.75
25000259,8.2,6.0,8.6,5.0,5.5,8.0,-1,-1,-1,6.17,-1
25000260,8.8,7.75,-1,8.25,4.5,5.0,-1,-1,-1,5.92,-1
25000261,9.6,5.75,7.6,9.0,9.5,6.5,-1,-1,-1,8.33,-1
25000262,8.4,8.25,-1,-1,-1,-1,7.75,7.5,8.5,-1,7.92
25000263,9.0,7.75,9.6,-1,-1,-1,5.0,8.25,8.75,-1,7.33
25000264,6.0,7.0,-1,-1,-1,-1,3.75,5.25,8.25,-1,5.75
25000265,9.6,7.5,9.6,-1,-1,-1,4.25,7.5,9.0,-1,6.92
25000266,4.0,7.5,3.4,-1,-1,-1,8.0,8.0,7.5,-1,7.83
25000267,8.4,8.5,9.6,5.5,5.25,3.75,-1,-1,-1,4.83,-1
25000268,8.4,7.75,9.4,-1,-1,-1,5.5,8.0,9.0,-1,7.5
25000269,9.0,4.5,4.6,4.0,9.75,9.75,-1,-1,-1,7.83,-1
25000270,8.8,7.75,9.4,-1,-1,-1,6.5,9.5,9.5,-1,8.5
25000271,9.0,8.25,9.4,-1,-1,-1,6.5,9.25,8.5,-1,8.08
25000272,9.0,6.0,8.4,4.75,9.25,9.5,-1,-1,-1,7.83,-1
25000273,8.6,7.5,7.0,-1,-1,-1,4.25,8.75,7.5,-1,6.83
25000274,9.2,5.25,8.4,5.25,9.5,9.5,-1,-1,-1,8.08,-1
25000275,8.2,8.25,9.6,-1,-1,-1,4.25,8.0,7.25,-1,6.5
25000276,9.0,6.0,4.8,7.25,8.0,4.5,-1,-1,-1,6.58,-1
25000277,8.2,7.5,9.0,5.25,4.0,3.75,-1,-1,-1,4.33,-1
25000278,9.6,7.75,6.8,6.25,4.5,6.5,-1,-1,-1,5.75,-1
25000279,7.4,8.25,9.8,-1,-1,-1,7.25,8.5,9.25,-1,8.33
25000280,9.6,5.0,3.4,9.5,9.75,4.75,-1,-1,-1,8.0,-1
25000281,8.2,8.25,9.2,6.0,4.25,5.5,-1,-1,-1,5.25,-1
25000282,9.2,8.25,8.8,-1,-1,-1,8.25,8.25,9.25,-1,8.58
25000283,9.6,5.0,8.4,7.75,-1,-1,-1,-1,-1,9.25,-1
25000284,8.8,5.0,6.0,7.25,9.0,6.0,-1,-1,-1,7.42,-1
25000285,-1,6.0,8.6,6.75,9.5,-1,-1,-1,-1,8.75,-1
25000286,8.2,6.0,7.0,7.75,7.25,5.5,-1,-1,-1,6.83,-1
25000287,8.6,7.75,9.2,-1,-1,-1,6.5,8.25,9.25,-1,8.0
25000288,9.2,8.25,-1,7.5,6.5,6.75,7.0,7.75,9.5,6.92,8.08
25000289,8.2,7.0,9.0,-1,-1,-1,5.0,5.25,8.25,-1,6.17
25000290,7.8,7.25,7.0,-1,-1,-1,4.75,5.0,7.5,-1,5.75
25000291,8.8,5.25,9.2,8.25,6.0,3.25,-1,-1,-1,5.83,-1
25000292,9.2,8.0,9.4,5.0,3.25,6.75,-1,-1,-1,5.0,-1
25000293,9.0,7.75,9.8,-1,-1,-1,5.25,8.25,8.75,-1,7.42
25000294,8.8,8.0,9.8,8.5,4.5,6.5,-1,-1,-1,6.5,-1
25000295,8.4,8.0,9.8,6.5,3.75,4.75,-1,-1,-1,5.0,-1
25000296,9.4,6.75,3.4,8.5,9.25,6.25,-1,-1,-1,8.0,-1
25000297,5.2,7.25,9.2,-1,-1,-1,6.0,7.0,7.5,-1,6.83
25000298,7.4,7.75,9.2,3.75,6.25,9.0,-1,-1,-1,6.33,-1
25000299,8.4,6.75,-1,-1,-1,-1,7.0,8.25,8.5,-1,7.92
25000300,9.2,6.0,5.2,5.25,9.25,9.5,-1,-1,-1,8.0,-1
25000301,9.4,7.5,6.8,8.25,9.5,4.75,-1,-1,-1,7.5,-1
25000302,8.8,8.5,8.4,-1,-1,-1,5.5,8.5,9.0,-1,7.67
25000303,8.2,6.75,-1,-1,-1,-1,4.75,8.0,7.75,-1,6.83
25000304,8.6,6.5,9.6,8.75,4.5,5.75,-1,-1,-1,6.33,-1
25000305,8.4,6.5,8.4,6.75,4.75,5.75,-1,-1,-1,5.75,-1
25000306,9.2,6.25,8.2,8.25,-1,9.5,-1,-1,-1,9.25,-1
25000307,8.6,8.25,9.4,-1,-1,-1,5.5,7.0,8.75,-1,7.08
25000308,6.6,7.0,5.8,-1,-1,-1,8.0,8.5,8.5,-1,8.33
25000309,8.8,7.75,9.4,8.0,4.25,5.25,-1,-1,-1,5.83,-1
25000310,5.8,7.5,7.8,-1,-1,-1,8.25,9.25,8.75,-1,8.75
25000311,9.4,8.0,9.2,8.75,7.5,7.5,-1,-1,-1,7.92,-1
25000312,7.0,6.5,-1,-1,-1,-1,5.75,8.0,8.5,-1,7.42
25000313,9.4,7.0,-1,5.25,9.75,9.75,-1,-1,-1,8.25,-1
